Year,StateAbbr,StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,,,
2017,IL,Illinois,Decatur,10.4,9.5,11.3,,,
2017,IL,Illinois,Chicago,17.4,16,18.7,,,
2017,IL,Illinois,Chicago,6,5.6,6.5,,,
2017,IL,Illinois,Chicago,17.3,16.1,18.5,,,
2017,IL,Illinois,Chicago,19.9,18.9,20.9,,,
2017,IL,Illinois,Chicago,19.8,18.6,20.9,,,
2017,IL,Illinois,Chicago,6.4,5.8,7,,,
2017,IL,Illinois,Chicago,3.6,3.4,3.9,,,
2017,IL,Illinois,Elgin,10.6,9.9,11.4,,,
2017,IL,Illinois,Chicago,8.9,8.2,9.5,,,
2017,IL,Illinois,Chicago,6.9,6.2,7.6,,,
2017,IL,Illinois,Chicago,19.2,17.9,20.5,,,
2017,IL,Illinois,Naperville,7,6.4,7.6,,,
2017,IL,Illinois,Chicago,15.9,14.8,17,,,
2017,IL,Illinois,Elgin,7,6.5,7.5,,,
2017,IL,Illinois,Chicago,5.5,5.2,5.8,,,
2017,IL,Illinois,Chicago,6.4,5.9,7,,,
2017,IL,Illinois,Chicago,19.2,17.8,20.5,,,
2017,IL,Illinois,Chicago,11.6,10.7,12.4,,,
2017,IL,Illinois,Chicago,16.2,14.9,17.4,,,
2017,IL,Illinois,Chicago,5,4.6,5.5,,,
2017,IL,Illinois,Chicago,11.9,11.3,12.5,,,
2017,IL,Illinois,Chicago,2.3,2.1,2.5,,,
2017,IL,Illinois,Chicago,13.7,12.8,14.5,,,
2017,IL,Illinois,Chicago,3.1,2.9,3.3,,,
2017,IL,Illinois,Chicago,19.2,18.2,20.3,,,
2017,IL,Illinois,Chicago,8.5,7.9,9.1,,,
2017,IL,Illinois,Chicago,10.6,9.8,11.4,,,
2017,IL,Illinois,Chicago,17.2,15.9,18.5,,,
2017,IL,Illinois,Chicago,17.5,16.6,18.5,,,
2017,IL,Illinois,Chicago,9.8,8.8,10.7,,,
2017,IL,Illinois,Chicago,4.4,4.1,4.6,,,
2017,IL,Illinois,Joliet,6.2,5.7,6.7,,,
2017,IL,Illinois,Chicago,3.5,3.3,3.7,,,
2017,IL,Illinois,Chicago,9,8.3,9.6,,,
2017,IL,Illinois,Chicago,8.5,8.1,8.9,,,
2017,IL,Illinois,Chicago,4.4,4.2,4.7,,,
2017,IL,Illinois,Chicago,11.9,10.9,12.8,,,
2017,IL,Illinois,Decatur,11.4,10.7,12.1,,,
2017,IL,Illinois,Chicago,11.7,11.2,12.2,,,
2017,IL,Illinois,Chicago,8,7.5,8.5,,,
2017,IL,Illinois,Chicago,9.4,8.7,10.1,,,
2017,IL,Illinois,Chicago,4.6,4.3,4.9,,,
2017,IL,Illinois,Peoria,11.7,10.9,12.4,,,
2017,IL,Illinois,Chicago,8.6,7.7,10.1,,,
2017,IL,Illinois,Chicago,14,13.3,14.7,,,
2017,IL,Illinois,Chicago,18.7,17.5,19.9,,,
2017,IL,Illinois,Chicago,20.7,19.3,22,,,
2017,IL,Illinois,Evanston,13.9,13,14.8,,,
2017,IL,Illinois,Chicago,9.3,8.7,10,,,
2017,IL,Illinois,Naperville,7.5,6.8,8.3,,,
2017,IL,Illinois,Chicago,17.6,16.1,19.1,,,
2017,IL,Illinois,Chicago,17.1,15.7,18.4,,,
2017,IL,Illinois,Chicago,20.4,19,21.7,,,
2017,IL,Illinois,Chicago,13.7,12.9,14.5,,,
2017,IL,Illinois,Chicago,8.7,8.1,9.2,,,
2017,IL,Illinois,Cicero,11.4,10.7,12.2,,,
2017,IL,Illinois,Chicago,12.9,12,13.7,,,
2017,IL,Illinois,Chicago,14.1,13.3,15,,,
2017,IL,Illinois,Chicago,13.6,13.1,14.1,,,
2017,IL,Illinois,Chicago,7.7,7,8.5,,,
2017,IL,Illinois,Naperville,8,7.3,8.8,,,
2017,IL,Illinois,Evanston,7,6.5,7.5,,,
2017,IL,Illinois,Palatine,6.6,6.1,7.3,,,
2017,IL,Illinois,Chicago,14.2,13.2,15.1,,,
2017,IL,Illinois,Decatur,12,11.5,12.6,,,
2017,IL,Illinois,Elgin,,,,,,
2017,IL,Illinois,Chicago,2.4,2.2,2.6,,,
2017,IL,Illinois,Chicago,8.8,8.2,9.3,,,
2017,IL,Illinois,Naperville,7.4,6.8,8,,,
2017,IL,Illinois,Peoria,7.7,7.1,8.3,,,
2017,IL,Illinois,Chicago,10.7,9.9,11.5,,,
2017,IL,Illinois,Chicago,12.6,11.6,13.5,,,
2017,IL,Illinois,Chicago,7.2,6.6,7.9,,,
2017,IL,Illinois,Chicago,10.5,9.9,11,,,
2017,IL,Illinois,Elgin,7.2,6.6,7.7,,,
2017,IL,Illinois,Joliet,14.6,14,15.2,,,
2017,IL,Illinois,Chicago,11.3,10.6,12,,,
